lbias,lbp,lbn,lin1,lin2,ltn,ltp,vcmo,mamp,fbias,fbp,fbn,fin1,fin2,ftn1,ftn2,ftp1,ftp2,cload,cin,cout,gain,gm,pole1,pole2,rout,cmo,pwr,swing14,swing7,swingn,swingn1,swingn4,swingp,irn
0.00000046,0.0000005,0.00000013,0.00000009,0.00000056,0.00000025,0.00000016,0.44,2,8,6,6,8,7,3,8,3,4,1.00E-012,6.39E-014,1.3E-014,34.0847,0.000129049,407812,540238000,392176,0.436313,-0.0000626,0.448721,0.0609698,-0.0452524,0.357201,-0.0607302,0.372898,2.73E-008
0.00000043,0.00000055,0.00000045,0.00000008,0.00000059,0.00000036,0.00000048,0.56,47,6,3,3,3,8,4,5,7,2,1.00E-012,1.01E-012,5.98E-014,57.1415,0.00120992,257348,475277000,594728,0.556285,-0.000484287,0.468092,-0.0293271,0.0901366,0.329158,-0.022966,0.286877,5.07E-010
0.00000031,0.00000055,0.00000013,0.00000027,0.00000049,0.00000034,0.00000059,0.54,26,9,2,9,5,9,3,5,4,2,1.00E-012,6.92E-013,9.22E-014,45.9865,0.000438428,321583,380550000,454389,0.536419,-0.000211,0.381868,-0.0423208,-0.0245066,0.45482,0.00444963,0.326311,1.3E-009
0.00000047,0.00000052,0.0000004,0.00000047,0.00000044,0.00000048,0.00000021,0.5,90,5,7,4,6,5,10,9,6,5,1.00E-012,6.04E-012,2.26E-013,64.0646,0.00354641,292251,441064000,450235,0.496057,-0.00161677,0.590595,0.0160702,0.0795238,0.255792,-0.0436207,0.29763,2.9E-010
0.00000023,0.00000042,0.00000019,0.00000028,0.00000008,0.00000006,0.00000008,0.6,77,6,10,9,6,8,3,10,9,9,1.00E-012,3.58E-012,3.06E-013,47.8322,0.00622865,3129090,1531840000,39556.4,0.593504,-0.00662487,0.501737,-0.0808753,0.101861,0.361252,-0.00708788,0.261081,3.41E-010
0.00000014,0.00000055,0.00000005,0.00000052,0.0000005,0.00000056,0.00000021,0.56,83,6,9,5,2,4,2,3,5,9,1.00E-012,1.85E-012,3.26E-013,43.4305,0.000923044,743792,549106000,160807,0.556743,-0.00058696,0.385842,-0.0389475,-0.0251647,0.453881,-0.0427273,0.343204,6.91E-010
0.0000006,0.00000023,0.00000048,0.00000008,0.00000005,0.00000039,0.00000024,0.54,85,4,5,7,6,9,3,10,4,5,1.00E-012,2.28E-012,1.78E-013,-70.0889,2.7E-009,1128780,92099700,115719,0.536305,-0.00111066,0.663025,0.905344,0.284586,0.126008,-0.0678578,-0.566903,0.0000327
0.00000046,0.00000059,0.00000007,0.00000026,0.00000011,0.00000032,0.00000043,0.42,87,7,7,6,10,8,6,8,6,3,1.00E-012,6.14E-012,5.76E-013,46.7418,0.00342918,1598580,821198000,63372.6,0.416033,-0.00120084,0.483058,-0.0357604,-0.0573825,0.352098,0.0434185,0.444251,7.36E-010
0.00000041,0.00000046,0.00000018,0.00000056,0.00000056,0.00000017,0.00000016,0.5,18,10,8,8,6,7,10,8,7,7,1.00E-012,1.07E-012,7.86E-014,40.0129,0.000461835,689136,694022000,216850,0.496123,-0.000473397,0.488161,-0.0836273,-0.00506071,0.375978,-0.0351585,0.366317,6.33E-010
0.00000035,0.00000045,0.00000029,0.00000045,0.00000011,0.0000006,0.00000051,0.52,40,3,6,4,2,8,2,8,6,4,1.00E-012,5.16E-013,8.57E-014,64.4679,0.00127398,113708,175288000,1312910,0.516578,-0.000329271,0.498509,0.0484796,0.0487244,0.351278,0.042895,0.28896,2.4E-009
0.00000022,0.00000048,0.00000036,0.00000059,0.00000037,0.00000019,0.00000013,0.56,59,4,8,10,4,6,10,7,6,9,1.00E-012,2.32E-012,2.13E-013,43.5949,0.00136139,1180540,655349000,111112,0.556234,-0.00153708,0.514788,-0.0749717,0.0703271,0.348223,-0.0289221,0.296646,4.26E-010
0.0000003,0.00000059,0.00000011,0.00000033,0.00000041,0.00000007,0.00000054,0.6,32,4,7,9,8,6,8,3,6,4,1.00E-012,1.3E-012,1.03E-013,47.6545,0.00105362,640854,705861000,229110,0.593468,-0.000670562,0.458534,-0.0963006,0.0868778,0.404803,0.00621763,0.234536,8.82E-010
0.00000045,0.00000037,0.00000023,0.00000044,0.00000037,0.00000034,0.00000034,0.48,7,4,6,10,4,4,8,10,3,6,1.00E-012,1.74E-013,3.01E-014,45.7789,0.000194283,156274,594547000,1001180,0.476579,-0.0000922,0.484403,-0.0276734,-0.0116841,0.378845,-0.022802,0.364627,2.35E-009
0.00000017,0.00000032,0.00000057,0.00000017,0.00000059,0.00000039,0.00000022,0.6,23,4,5,8,10,9,8,5,4,7,1.00E-012,1.33E-012,5.83E-014,61.2637,0.00166627,216803,464734000,694128,0.596775,-0.000451955,0.531924,0.029774,0.162341,0.299204,-0.0306502,0.213755,6.24E-010
0.00000042,0.00000047,0.00000027,0.00000036,0.00000019,0.00000043,0.00000011,0.56,63,4,5,6,4,4,4,4,6,6,1.00E-012,1.69E-012,1.41E-013,50.5652,0.00137913,579293,802083000,244713,0.55634,-0.000883976,0.461397,-0.0567264,0.0364736,0.379538,-0.023154,0.333813,6.62E-010
0.00000006,0.0000004,0.00000013,0.00000025,0.0000003,0.00000007,0.00000012,0.52,7,6,5,8,7,3,7,3,6,3,1.00E-012,1.79E-013,2.35E-014,13.4374,0.000277737,9109520,1735660000,16913.6,0.516961,-0.000489332,0.46599,-0.11835,0.000925386,0.399562,-0.0236069,0.334855,2.61E-009
0.00000008,0.00000034,0.00000027,0.00000007,0.00000035,0.00000053,0.00000023,0.52,32,3,6,6,6,7,8,3,7,9,1.00E-012,5.37E-013,8.11E-014,47.703,0.00233856,1442470,848260000,103801,0.516943,-0.000684263,0.454682,0.000832657,0.0366472,0.337062,-0.0219383,0.336244,1.33E-009
0.00000022,0.00000038,0.00000046,0.00000026,0.0000004,0.0000004,0.00000035,0.6,70,3,8,10,6,4,3,7,8,7,1.00E-012,4.22E-012,2.47E-013,68.0907,0.00311622,158741,374099000,814533,0.596659,-0.000859327,0.499527,0.0357733,0.134729,0.329667,-0.0569481,0.22732,7.6E-010
0.00000059,0.0000004,0.00000033,0.00000016,0.00000017,0.0000004,0.00000009,0.54,65,4,7,8,5,7,5,8,4,5,1.00E-012,2.05E-012,1.98E-013,63.6906,0.00477725,422866,763780000,320149,0.536328,-0.00163208,0.481885,-0.00795518,0.0472533,0.350096,-0.0299424,0.323083,5.99E-010
0.00000022,0.00000035,0.00000038,0.0000004,0.0000003,0.00000044,0.0000001,0.5,27,7,4,10,2,3,5,3,6,9,1.00E-012,3.6E-013,1.09E-013,36.9288,0.00029951,624083,919918000,234437,0.496673,-0.000361953,0.474925,-0.0674713,-0.0179293,0.371618,-0.0311159,0.392765,1.42E-009
0.00000046,0.00000023,0.00000033,0.00000058,0.00000006,0.00000037,0.00000013,0.5,15,7,4,9,9,8,10,6,3,8,1.00E-012,9.41E-013,4.33E-014,50.6871,0.000656469,296901,740925000,521362,0.496384,-0.000302392,0.509107,-0.0350163,0.019274,0.347159,0.095951,0.354659,7.63E-010
0.00000057,0.00000026,0.00000044,0.00000009,0.00000011,0.00000022,0.00000051,0.48,85,8,9,10,9,6,9,3,9,8,1.00E-012,1.38E-012,3.28E-013,69.6275,0.00672421,271028,786162000,450539,0.475433,-0.00187653,0.548961,0.0557875,0.0803355,0.265371,0.0421713,0.296941,6.51E-010
0.00000007,0.00000025,0.00000057,0.00000052,0.00000044,0.00000011,0.0000002,0.42,38,7,6,8,3,9,6,10,10,5,1.00E-012,1.58E-012,1.21E-013,39.0598,0.00267649,4240210,975566000,33529.2,0.416898,-0.00176347,0.66369,0.0430081,0.0444567,0.194367,-0.049547,0.322164,4.83E-010
0.0000006,0.00000026,0.00000009,0.00000017,0.00000019,0.00000024,0.00000055,0.58,71,8,8,7,2,8,9,8,2,9,1.00E-012,9.08E-013,6.76E-013,42.5853,0.0020518,1461910,932516000,65633.9,0.574039,-0.000641884,0.89492,0.296177,0.507821,-0.0306591,0.0351962,-0.0699341,1.8E-009
0.00000027,0.0000005,0.0000001,0.00000041,0.00000039,0.00000049,0.00000036,0.58,100,7,9,5,10,8,8,3,5,10,1.00E-012,6.33E-011,3.25E-013,59.47,0.00343842,445222,457543000,273616,0.576246,-0.00114461,0.434107,-0.0328724,0.0457314,0.41201,0.0121001,0.296107,5.62E-010
0.00000015,0.00000052,0.00000039,0.0000002,0.00000031,0.00000048,0.00000055,0.46,48,9,2,8,5,6,4,10,9,7,1.00E-012,2.54E-012,7.17E-014,-0.572838,0.00000704,1099840,484934000,132893,0.456698,-0.000642019,0.859535,0.702002,0.369851,-0.0295778,-0.035857,-0.29376,0.000000567
0.00000015,0.00000013,0.00000045,0.00000014,0.00000034,0.00000054,0.00000058,0.52,13,3,10,5,9,10,7,7,2,9,1.00E-012,6.68E-013,4.36E-014,-64.3495,1.16E-008,2760320,330445000,52099.3,0.516747,-0.000144666,0.750161,0.887073,0.333574,0.0700744,-0.0546485,-0.544014,0.0000072
0.00000006,0.00000058,0.00000014,0.00000059,0.00000008,0.00000053,0.0000003,0.44,9,10,7,9,8,3,2,10,9,2,1.00E-012,3.32E-013,6.05E-014,8.52264,0.00023964,12818500,441152000,11132,0.437014,-0.000579472,0.471683,-0.00562696,-0.0509682,0.358226,-0.000314011,0.428738,5.74E-009
0.00000016,0.00000026,0.00000058,0.00000023,0.00000021,0.00000024,0.00000039,0.56,25,9,4,10,8,6,9,6,6,6,1.00E-012,6.53E-013,6.45E-014,53.1976,0.0014357,473128,680918000,318285,0.55667,-0.00054066,0.531175,-0.0125682,0.112588,0.317047,0.00338875,0.26387,8.57E-010
0.00000045,0.00000022,0.00000012,0.00000034,0.00000032,0.00000035,0.00000045,0.44,62,2,5,5,3,6,2,5,6,2,1.00E-012,1.23E-012,2.04E-013,53.5361,0.00183605,510141,579988000,258773,0.436443,-0.000547929,0.48414,0.0141779,-0.0382937,0.354121,-0.0174969,0.400713,2.12E-009
0.00000044,0.00000049,0.00000015,0.00000056,0.00000031,0.00000054,0.00000047,0.44,15,5,5,7,3,7,7,10,2,6,1.00E-012,3.74E-013,6.8E-014,46.943,0.000299831,202869,394995000,741779,0.43643,-0.000111514,0.495676,-0.0119682,-0.0403825,0.370408,0.0231035,0.3927,0.000000002
0.00000052,0.00000011,0.00000019,0.00000011,0.00000047,0.00000032,0.00000054,0.52,83,3,9,9,7,2,7,8,8,10,1.00E-012,9.66E-012,3.02E-013,71.8016,0.00449798,141110,868517000,865094,0.515629,-0.00127241,0.554634,0.119719,0.128657,0.265038,-0.0600401,0.219614,2.66E-009
0.00000043,0.00000027,0.0000006,0.00000057,0.00000043,0.00000012,0.00000025,0.58,98,6,5,4,6,5,7,6,3,9,1.00E-012,7.22E-012,1.94E-013,68.1723,0.00430825,224358,650044000,594719,0.57591,-0.00190666,0.719557,0.0973449,0.267823,0.148449,-0.0290337,0.106373,2.25E-010
0.00000044,0.00000053,0.00000007,0.0000004,0.00000055,0.0000004,0.0000003,0.54,32,7,10,5,5,3,7,2,7,4,1.00E-012,8.81E-013,1.35E-013,44.0579,0.000548639,484274,737043000,290811,0.53621,-0.000358197,0.422087,-0.0583746,-0.00687562,0.424696,-0.0227794,0.349721,1.17E-009
0.00000049,0.00000032,0.00000038,0.00000047,0.00000058,0.0000006,0.00000054,0.46,52,4,5,8,9,9,6,10,3,9,1.00E-012,4.17E-012,1.17E-013,-43.2926,0.000000108,2250200,211228000,63144.2,0.456233,-0.000399581,0.856103,0.851882,0.35478,-0.00831248,-0.0400376,-0.453103,0.00000296
0.00000048,0.00000018,0.00000041,0.00000039,0.0000004,0.00000053,0.00000051,0.46,61,5,6,2,2,8,9,3,7,5,1.00E-012,1.16E-012,1.19E-013,61.1838,0.00116073,143813,722547000,987317,0.456178,-0.000616584,0.812643,0.258267,0.253863,0.0385147,0.0185388,0.12071,0.000000001
0.00000044,0.00000011,0.00000031,0.00000026,0.00000007,0.00000057,0.00000049,0.58,17,9,7,9,7,5,10,6,10,7,1.00E-012,3.15E-013,5.69E-014,58.5604,0.000875361,157697,797816000,967904,0.57623,-0.000281971,0.618562,0.145417,0.231634,0.216754,0.0597076,0.130409,0.000000003
0.00000057,0.00000029,0.00000024,0.00000025,0.00000058,0.00000056,0.00000028,0.44,9,9,2,3,3,8,8,7,2,10,1.00E-012,2.36E-013,2.38E-014,45.0185,0.000250886,218700,722131000,710309,0.436048,-0.000101362,0.510561,-0.0210801,-0.0334318,0.34752,-0.00672345,0.409803,2.06E-009
0.00000015,0.00000032,0.00000048,0.00000049,0.0000003,0.00000027,0.00000034,0.6,77,4,8,10,2,8,6,5,4,7,1.00E-012,1.51E-012,2.7E-013,59.9256,0.00233832,298478,579645000,424012,0.596665,-0.000950069,0.562695,0.020376,0.174052,0.300057,0.0101824,0.201458,6.56E-010
0.00000052,0.00000034,0.00000059,0.00000047,0.00000045,0.00000022,0.00000036,0.48,67,3,7,7,6,2,3,2,5,10,1.00E-012,2.55E-012,1.92E-013,66.832,0.0017961,111148,464181000,1222560,0.476107,-0.000712964,0.607741,0.0754702,0.0946878,0.240591,-0.0468006,0.284697,3.93E-010
0.00000015,0.00000013,0.0000001,0.00000049,0.00000016,0.00000029,0.00000042,0.44,97,10,10,10,4,2,5,3,3,3,1.00E-012,2.18E-012,5.41E-013,48.1765,0.00220911,905170,760983000,116040,0.436627,-0.000874309,0.50548,0.0429783,-0.0221357,0.350408,0.00811666,0.35814,3.36E-009
0.00000018,0.00000029,0.00000013,0.00000014,0.00000033,0.00000018,0.00000035,0.48,55,3,10,9,5,8,2,5,3,6,1.00E-012,3.27E-012,2.03E-013,-34.2984,0.000000235,1549240,64673200,82132.5,0.476752,-0.000642835,0.776959,0.870994,0.307683,0.0568294,-0.0513593,-0.489203,0.0000167
0.00000026,0.00000034,0.00000028,0.00000053,0.00000008,0.00000007,0.00000053,0.54,60,5,7,10,9,5,6,6,5,2,1.00E-012,2.91E-012,4.53E-013,31.3712,0.00423857,11774300,503213000,8736.59,0.534492,-0.00113466,0.902338,0.338639,0.486702,-0.046509,0.0249133,-0.0715425,5.09E-009
0.00000028,0.00000055,0.00000025,0.0000004,0.00000045,0.00000018,0.00000051,0.56,5,7,10,4,5,7,2,2,8,7,1.00E-012,1.5E-013,1.88E-014,44.7746,0.000171283,156391,372220000,1011610,0.556596,-0.0000921,0.531776,0.0193782,0.113167,0.313938,-0.0192853,0.261348,2.1E-009
0.00000053,0.00000055,0.00000045,0.00000014,0.00000023,0.00000047,0.00000039,0.58,22,8,4,3,7,8,7,3,4,3,1.00E-012,3.62E-013,3.67E-014,58.2227,0.000751252,141909,422928000,1084800,0.576165,-0.000237611,0.516588,0.000199338,0.137305,0.299088,0.0362308,0.242092,0.000000001
0.00000039,0.00000018,0.00000012,0.00000012,0.00000056,0.00000018,0.00000036,0.48,2,6,8,8,7,3,5,10,10,10,1.00E-012,4.41E-014,1.05E-014,40.169,0.000127682,199935,1563950000,798581,0.476551,-0.0000692,0.469095,-0.00823471,-0.00868414,0.359267,-0.0658215,0.375077,7.47E-009
0.00000025,0.00000057,0.00000022,0.0000006,0.00000026,0.00000054,0.0000005,0.56,72,2,5,2,8,9,9,3,8,10,1.00E-012,7.3E-012,1.19E-013,57.2397,0.00174616,342267,384528000,416774,0.555995,-0.000779034,0.534184,-0.0257193,0.0971179,0.314926,0.0379408,0.28045,4.02E-010
0.0000006,0.00000013,0.00000047,0.00000045,0.00000027,0.00000057,0.00000038,0.54,84,3,7,2,10,6,2,6,9,5,1.00E-012,9.09E-012,2.94E-013,56.9164,0.00394908,691991,160551000,177550,0.53624,-0.000863552,0.757409,0.347492,0.338414,0.0617972,-0.0334879,-0.00884041,1.28E-009
0.00000027,0.00000058,0.00000035,0.00000011,0.00000048,0.00000056,0.00000041,0.54,24,6,8,7,4,7,2,7,6,7,1.00E-012,8.53E-013,7.24E-014,-52.6588,9.16E-009,576936,377724000,254127,0.536649,-0.000218276,0.708903,0.889345,0.315783,0.0888597,-0.0719545,-0.54475,0.0000476
0.00000009,0.00000024,0.00000019,0.00000005,0.00000012,0.00000058,0.00000016,0.42,9,6,5,10,3,4,4,3,2,7,1.00E-012,6.65E-014,2.2E-014,-108.734,2.95E-011,1264860,,124074,0.41682,-0.000228353,0.27023,0.895741,-0.215476,0.492056,-0.0677781,-0.428185,0.0126788
0.00000025,0.0000003,0.00000047,0.00000053,0.00000025,0.00000044,0.00000054,0.54,71,4,9,7,8,10,4,10,10,4,1.00E-012,3.66E-012,2.39E-013,72.2839,0.00409056,129226,280501000,1005570,0.536522,-0.000979677,0.582885,0.108236,0.156658,0.257476,-0.00388375,0.204058,6.49E-010
0.00000045,0.00000009,0.00000055,0.00000018,0.00000039,0.0000002,0.0000006,0.46,17,5,6,7,7,8,10,6,6,2,1.00E-012,3.83E-013,4.72E-014,59.6669,0.000734927,118550,854545000,1309480,0.456433,-0.000280589,0.741672,0.229773,0.239435,0.0876924,0.00151802,0.129752,1.58E-009
0.0000002,0.00000012,0.00000012,0.00000023,0.00000021,0.00000054,0.00000036,0.58,46,7,7,7,10,9,4,8,9,7,1.00E-012,4.76E-012,1.33E-013,65.495,0.00314325,236161,113726000,598925,0.576656,-0.000734028,0.455377,0.108689,0.0871289,0.366536,-0.0111195,0.185613,2.82E-008
0.0000004,0.00000021,0.0000005,0.00000044,0.00000045,0.00000008,0.00000011,0.5,35,4,4,8,4,7,7,7,6,10,1.00E-012,1.44E-012,8.63E-014,42.3949,0.00162617,1817660,1351720000,81018.1,0.496078,-0.00183458,0.625533,-0.0329867,0.0698561,0.237052,-0.0477016,0.27989,5.52E-010
0.00000014,0.00000008,0.00000052,0.00000036,0.00000051,0.00000053,0.0000005,0.6,4,8,9,8,4,3,9,3,5,6,1.00E-012,7.78E-014,2.71E-014,28.5883,0.0000842,487195,732416000,319129,0.596728,-0.000119362,0.783968,0.280034,0.40229,0.0650012,-0.0189406,-0.0306939,5.74E-009
0.00000013,0.00000034,0.00000006,0.00000024,0.00000028,0.00000017,0.00000056,0.5,47,8,6,8,10,9,10,6,5,9,1.00E-012,8.47E-012,2.56E-013,45.0806,0.00276215,1974090,942872000,64980.4,0.496608,-0.000903619,0.435071,-0.0377294,-0.024797,0.420994,0.0172395,0.342436,0.000000001
0.00000012,0.00000021,0.00000057,0.00000012,0.00000055,0.00000014,0.00000028,0.56,43,3,8,4,10,8,10,8,5,10,1.00E-012,2.06E-012,1.25E-013,65.4569,0.00510826,392650,727954000,366922,0.556796,-0.00144605,0.767736,0.210615,0.326714,0.0752611,-0.0403097,0.0500124,3.78E-010
0.00000051,0.00000008,0.00000027,0.00000051,0.00000042,0.00000013,0.00000022,0.56,44,9,8,6,6,9,6,5,5,6,1.00E-012,2.25E-012,1.45E-013,61.5788,0.00264353,309300,1194290000,453688,0.556055,-0.00114044,0.764658,0.225663,0.325532,0.0959179,-0.0248675,0.046572,5.24E-010
0.00000041,0.00000034,0.00000033,0.00000025,0.00000013,0.00000043,0.00000007,0.52,21,2,10,5,6,3,6,7,5,2,1.00E-012,3.87E-013,7.2E-014,63.7205,0.00159719,156392,904709000,960880,0.516681,-0.000641233,0.629922,0.0919095,0.14812,0.186921,-0.0568684,0.23119,0.000000001
0.00000013,0.00000053,0.00000043,0.00000035,0.00000044,0.00000057,0.00000042,0.52,72,2,5,6,5,8,7,8,2,6,1.00E-012,3.17E-012,4.4E-013,40.1466,0.00138435,1417450,68872800,73465.6,0.516408,-0.000539862,0.87414,0.396774,0.43121,-0.0204045,-0.000309981,-0.0694235,0.00000001
0.00000033,0.00000017,0.00000042,0.00000048,0.00000035,0.00000017,0.00000007,0.52,3,10,4,9,10,2,6,5,8,8,1.00E-012,1.74E-013,1.11E-014,37.7175,0.000131484,274770,936846000,584793,0.516419,-0.000185042,0.601998,-0.000534755,0.0835715,0.231244,-0.0815291,0.277176,1.61E-009
0.00000057,0.00000016,0.00000054,0.0000002,0.00000027,0.00000027,0.0000003,0.54,27,6,6,5,2,9,9,9,3,6,1.00E-012,3.98E-013,6.54E-014,65.0573,0.00136248,116090,841152000,1313820,0.53625,-0.000412557,0.720538,0.171601,0.264591,0.14212,0.0101091,0.109882,1.53E-009
0.0000002,0.00000021,0.00000041,0.00000026,0.00000024,0.00000058,0.00000047,0.44,83,7,9,5,6,5,7,3,5,10,1.00E-012,2.87E-012,2.56E-013,66.214,0.00307086,192734,501402000,665944,0.436568,-0.000844122,0.658302,0.181438,0.124361,0.181129,0.0129721,0.238038,0.000000001
0.00000021,0.00000054,0.00000018,0.0000006,0.00000043,0.00000055,0.0000001,0.46,29,6,10,3,7,10,8,3,2,10,1.00E-012,2.17E-012,1E-013,52.4218,0.000906117,315305,430080000,461215,0.45669,-0.000430971,0.544038,0.00265028,0.0080705,0.302787,0.00253367,0.372976,5.53E-010
0.00000024,0.00000058,0.00000023,0.00000034,0.00000041,0.00000055,0.00000049,0.6,81,7,7,8,6,2,5,3,3,4,1.00E-012,2.14E-012,2.46E-013,59.0666,0.0015999,229187,323847000,561351,0.596491,-0.000515737,0.433851,-0.0167659,0.0752971,0.405891,-0.0241561,0.262036,1.15E-009
0.00000007,0.00000025,0.00000018,0.00000058,0.00000013,0.00000041,0.00000029,0.56,66,9,6,2,4,9,7,3,4,5,1.00E-012,2.05E-012,1.3E-013,34.0222,0.00177046,4996870,685278000,28380.7,0.556872,-0.000987683,0.628873,0.0865669,0.192998,0.224683,0.062718,0.186243,7.11E-010
0.00000022,0.00000016,0.00000057,0.00000052,0.00000033,0.00000009,0.00000025,0.46,85,10,9,7,8,7,6,7,9,7,1.00E-012,5.52E-012,3E-013,66.2217,0.00688522,419719,1076370000,297281,0.456465,-0.00336933,0.797835,0.200812,0.223842,0.0624754,-0.0400552,0.148617,2.65E-010
0.00000016,0.00000052,0.0000001,0.00000026,0.0000006,0.00000013,0.00000052,0.52,92,2,10,3,10,9,9,7,4,3,1.00E-012,2.22E-011,2.9E-013,60.3121,0.00420243,497779,511872000,246663,0.51581,-0.00147697,0.495571,-0.0334596,0.0554708,0.353822,-0.0112759,0.301174,3.28E-010
0.00000037,0.00000017,0.00000056,0.00000032,0.0000005,0.0000003,0.00000017,0.54,68,8,6,5,3,7,7,10,2,5,1.00E-012,2.01E-012,1.63E-013,68.2878,0.00306342,164425,759779000,847581,0.536397,-0.000998119,0.720434,0.176224,0.261086,0.139775,-0.0306299,0.114409,5.07E-010
0.00000031,0.00000007,0.00000049,0.00000009,0.00000039,0.00000045,0.00000009,0.48,52,10,6,9,8,9,5,4,7,2,1.00E-012,1.13E-012,1.57E-013,57.2953,0.00351579,669259,1227570000,208326,0.476494,-0.00132574,0.722132,0.28788,0.260296,0.0386993,-0.0570431,0.107539,7.54E-010
0.00000038,0.00000014,0.00000048,0.00000057,0.00000006,0.0000005,0.00000058,0.42,44,10,3,7,3,3,4,6,7,5,1.00E-012,7.6E-013,8.95E-014,59.7692,0.00142565,214469,596446000,683042,0.41609,-0.00042155,0.584997,0.0881637,0.0258899,0.266482,0.0667271,0.339704,1.15E-009
0.00000014,0.00000017,0.00000015,0.00000022,0.00000051,0.00000019,0.0000002,0.44,17,9,3,6,10,10,6,3,3,6,1.00E-012,1.22E-012,7.79E-014,41.4811,0.0010683,1353660,1299230000,111010,0.436708,-0.000407516,0.495049,-0.0286511,-0.0398969,0.352425,-0.00993164,0.417489,1.4E-009
0.0000002,0.00000058,0.00000014,0.00000052,0.00000011,0.00000051,0.00000057,0.42,14,6,4,9,5,10,2,9,6,6,1.00E-012,4.94E-013,3.11E-014,-30.4712,5.18E-008,271731,145562000,578282,0.416637,-0.000147147,0.857438,0.876305,0.315814,-0.0145855,-0.0424041,-0.429197,0.0000215
0.0000002,0.00000014,0.00000015,0.00000011,0.00000034,0.00000021,0.00000029,0.42,46,7,6,4,2,6,9,7,10,5,1.00E-012,6.52E-013,1.06E-013,58.4359,0.00299169,517676,1951620000,279175,0.416565,-0.00135128,0.599012,0.0602786,0.0330905,0.244083,-0.035813,0.346229,1.59E-009
0.00000015,0.0000005,0.0000002,0.00000058,0.00000049,0.00000046,0.00000052,0.58,56,7,5,5,8,2,5,2,6,10,1.00E-012,3.8E-012,1.17E-013,49.8473,0.00105308,483693,372182000,295054,0.57666,-0.00047397,0.45208,-0.0425232,0.0586316,0.394891,-0.0295988,0.298856,7.83E-010
0.00000048,0.00000023,0.00000054,0.00000036,0.00000034,0.00000015,0.00000041,0.58,79,3,6,9,5,3,2,9,9,6,1.00E-012,3.14E-012,2.27E-013,70.8011,0.00358176,135160,637643000,968183,0.576005,-0.00120508,0.588472,0.0719895,0.185543,0.256466,-0.0605462,0.190794,5E-010
0.00000024,0.00000031,0.00000046,0.00000043,0.00000039,0.00000026,0.0000005,0.58,38,5,4,10,6,4,2,7,10,7,1.00E-012,1.42E-012,9.54E-014,57.6154,0.00121349,234656,421747000,626229,0.576601,-0.000463575,0.473546,-0.00796208,0.0840056,0.36762,-0.0529152,0.277289,8.95E-010
0.00000032,0.0000001,0.00000027,0.00000047,0.00000038,0.00000014,0.00000024,0.6,84,8,2,4,10,7,4,6,8,9,1.00E-012,3.8E-011,9.97E-014,64.4912,0.00624144,545881,1096340000,268704,0.596275,-0.00225652,0.625081,0.0648777,0.222095,0.225947,-0.0447405,0.156153,2.71E-010
0.00000025,0.00000034,0.00000059,0.00000059,0.00000024,0.00000036,0.00000038,0.48,21,10,2,10,5,5,2,3,2,3,1.00E-012,6.56E-013,7.66E-014,46.3741,0.000387825,280218,281785000,537117,0.47653,-0.000164352,0.466555,-0.000624395,-0.0211607,0.384748,0.0175681,0.364918,0.000000002
0.00000022,0.00000024,0.00000031,0.00000049,0.0000004,0.00000039,0.00000022,0.42,62,7,3,5,5,6,8,5,8,4,1.00E-012,2.63E-012,2.58E-013,42.6481,0.00160633,1515170,962747000,84444.1,0.416614,-0.00109316,0.544476,-0.0379339,-0.0455849,0.302352,-0.0269086,0.429854,4.47E-010
0.00000053,0.00000028,0.00000054,0.00000031,0.00000039,0.00000038,0.00000044,0.42,82,3,7,3,10,5,5,5,8,5,1.00E-012,9.12E-012,1.89E-013,73.381,0.00367644,106965,474666000,1269470,0.4159,-0.00106027,0.714378,0.200422,0.14929,0.11347,-0.0333607,0.2281,4.08E-010
0.00000059,0.00000047,0.00000051,0.00000032,0.00000019,0.00000041,0.00000008,0.46,65,8,5,9,3,2,4,2,6,3,1.00E-012,8.69E-013,4.41E-013,40.207,0.00106366,1141710,853615000,96282.4,0.456264,-0.000892388,0.503822,-0.0583097,-0.0411746,0.330507,-0.0352775,0.426098,7.45E-010
0.00000029,0.0000004,0.00000043,0.00000022,0.00000011,0.00000024,0.00000009,0.56,86,9,5,10,9,8,2,9,8,10,1.00E-012,7.02E-011,2.41E-013,63.288,0.00378653,328258,72254600,385618,0.556454,-0.00355507,0.42615,0.0843926,0.0207718,0.401642,-0.0402078,0.239795,8.54E-009
0.00000037,0.00000035,0.00000024,0.00000043,0.00000049,0.00000053,0.0000005,0.58,61,2,8,3,7,7,7,6,4,10,1.00E-012,5.52E-012,1.59E-013,69.9427,0.00222587,97569.9,334636000,1411350,0.576031,-0.000563091,0.574003,0.083993,0.178549,0.277812,-0.0094493,0.183236,8.46E-010
0.0000005,0.0000003,0.00000005,0.00000055,0.00000017,0.00000037,0.00000028,0.48,98,9,5,8,9,7,6,6,6,2,1.00E-012,1.17E-011,6.24E-013,44.5262,0.00263121,1552010,910506000,63996,0.475899,-0.00127789,0.437683,-0.0507653,-0.0449948,0.405782,0.0189495,0.402145,6.75E-010
