fbias,lbias,fin,fp,lin,lp,vcmo,mamp,cload,cin,cout,gain,gm,pole1,rout,zero,cmo,pwr,swingn,swingp
71,0.00000048,180,125,0.00000041,0.00000015,0.6,38,1.00E-012,6.71E-013,1.01E-013,44.6428,0.00363978,32350200,46888.3,3568860000,0.591268,-0.000936607,0.50559,0.323288
37,0.00000048,60,195,0.00000037,0.00000042,0.44,94,1.00E-012,2.12E-013,9.37E-014,47.5424,0.0013608,9197110,175116,7461280000,0.434187,-0.000363974,0.348537,0.487433
66,0.0000006,145,25,0.00000025,0.00000032,0.42,91,1.00E-012,5.59E-013,5.76E-014,48.4899,0.00490165,48103600,54219.4,12378400000,0.409429,-0.00122411,0.323896,0.324263
67,0.00000068,30,135,0.00000021,0.00000043,0.46,86,1.00E-012,6.29E-014,8.07E-014,46.1657,0.00125819,11658700,161636,21824400000,0.450071,-0.000353915,0.364589,0.463053
97,0.00000042,30,10,0.00000007,0.00000018,0.54,99,1.00E-012,6.63E-014,4.84E-014,34.0248,0.00466486,286188000,10774.6,172662000000,0.526462,-0.00138105,0.439948,0.166294
53,0.00000058,50,45,0.00000011,0.00000031,0.46,76,1.00E-012,1.71E-013,4.77E-014,43.2506,0.00442146,93543200,32882.6,69058600000,0.451217,-0.00113648,0.365985,0.355835
49,0.00000048,130,200,0.00000025,0.00000031,0.58,37,1.00E-012,4.35E-013,1.15E-013,48.014,0.00448725,23514200,56069,15780900000,0.572899,-0.00111575,0.487329,0.32301
73,0.00000014,180,130,0.00000015,0.00000031,0.6,74,1.00E-012,5.3E-013,1.04E-013,43.2297,0.0109873,103450000,13200.6,43176500000,0.595087,-0.00298104,0.50959,0.226123
40,0.0000009,185,65,0.00000055,0.00000054,0.46,37,1.00E-012,1.2E-012,6.74E-014,50.8976,0.00274567,17389100,127712,2747020000,0.450981,-0.000667032,0.365252,0.37957
94,0.00000038,165,140,0.00000009,0.00000054,0.52,34,1.00E-012,4.75E-013,1.07E-013,40.3047,0.0183545,184852000,5642.77,110348000000,0.504741,-0.00479861,0.419246,0.200859
28,0.00000028,150,120,0.00000028,0.00000006,0.54,15,1.00E-012,3.81E-013,7.52E-014,28.7829,0.00453914,311759000,6055.82,8239710000,0.536025,-0.00114867,0.450435,0.399872
54,0.00000048,155,65,0.00000035,0.00000048,0.58,92,1.00E-012,8.14E-013,6.96E-014,49.1052,0.00369505,27774700,77204.3,8016830000,0.572447,-0.000930603,0.486801,0.244411
89,0.00000016,80,110,0.00000025,0.00000033,0.52,49,1.00E-012,2.84E-013,8.9E-014,39.8458,0.00275989,45770000,35595.7,15287100000,0.514768,-0.00100546,0.429212,0.373975
22,0.00000054,100,125,0.00000032,0.00000044,0.54,40,1.00E-012,4.48E-013,7.29E-014,49.4912,0.00263919,18294600,113002,9944380000,0.534838,-0.000644357,0.449215,0.348192
47,0.00000016,75,85,0.00000046,0.00000046,0.54,77,1.00E-012,3.83E-013,6.26E-014,39.7518,0.00134801,30641700,72093.5,4721330000,0.535778,-0.000504212,0.450079,0.357505
25,0.00000028,50,100,0.00000032,0.00000026,0.54,48,1.00E-012,1.65E-013,5.75E-014,45.6851,0.00132308,18406100,145436,9364670000,0.535836,-0.000365132,0.450213,0.382729
30,0.0000004,120,95,0.0000005,0.00000048,0.5,9,1.00E-012,6.93E-013,6.59E-014,49.2442,0.0019745,15391000,146809,3798340000,0.495052,-0.000505368,0.409339,0.384707
16,0.00000082,160,135,0.00000021,0.00000032,0.44,100,1.00E-012,5.4E-013,8.13E-014,48.5617,0.00666814,45807400,40186.6,20417300000,0.433985,-0.0015922,0.34851,0.422277
57,0.00000034,115,140,0.00000027,0.00000055,0.5,22,1.00E-012,5.82E-013,9.21E-014,48.4024,0.00363938,21595000,72292.2,13974100000,0.493903,-0.000952639,0.408329,0.366396
48,0.00000046,145,175,0.00000019,0.00000058,0.46,18,1.00E-012,7.31E-013,1.04E-013,48.5441,0.0067469,33658600,39637,26510000000,0.4531,-0.00166182,0.367655,0.377331
99,0.00000054,170,55,0.00000049,0.0000006,0.54,58,1.00E-012,1.13E-012,8.43E-014,48.9306,0.00284012,17987500,98444.7,3866830000,0.528522,-0.000765104,0.442812,0.276943
22,0.00000088,10,80,0.00000058,0.00000043,0.6,26,1.00E-012,4.44E-014,4.39E-014,41.2838,0.000141741,4184140,817892,3427410000,0.593901,-0.0000504,0.508164,0.349712
37,0.00000034,65,160,0.00000048,0.00000014,0.6,32,1.00E-012,2.68E-013,8.54E-014,41.8797,0.00111844,16245100,111012,3601220000,0.594921,-0.000326287,0.509214,0.346978
30,0.00000024,125,160,0.00000059,0.00000059,0.5,83,1.00E-012,7.9E-013,9.04E-014,47.3521,0.00173305,12128700,134522,2947610000,0.495826,-0.000480116,0.410086,0.402098
33,0.00000034,100,35,0.00000029,0.00000036,0.5,5,1.00E-012,4.46E-013,4.29E-014,48.4195,0.00291345,38788000,90483.5,10239300000,0.495056,-0.000742989,0.409463,0.315501
4,0.00000076,95,95,0.00000037,0.0000006,0.54,52,1.00E-012,5.41E-013,5.4E-014,50.5761,0.00214421,17218900,157594,7792170000,0.535232,-0.000508697,0.449577,0.328176
61,0.00000086,65,105,0.00000043,0.00000053,0.52,21,1.00E-012,3E-013,7.46E-014,48.521,0.00125471,9446960,212572,5653580000,0.508934,-0.00033415,0.423248,0.389406
66,0.00000062,150,165,0.00000006,0.00000055,0.44,96,1.00E-012,2.59E-013,8.42E-014,30.5655,0.0267776,694972000,1260.38,213198000000,0.328097,-0.00808838,0.243009,0.321549
16,0.00000018,195,30,0.00000006,0.00000014,0.52,72,1.00E-012,2.43E-013,4.53E-014,27.5287,0.0263847,3375320000,901.739,210643000000,0.351598,-0.00982845,0.266138,0.249664
86,0.00000058,140,190,0.00000032,0.00000025,0.48,47,1.00E-012,4.84E-013,1.24E-013,47.4963,0.00370211,19546600,64027.3,8521030000,0.469454,-0.000950814,0.383838,0.439509
69,0.00000026,20,15,0.00000015,0.00000028,0.6,51,1.00E-012,5.81E-014,3.97E-014,40.4312,0.00122234,45054100,85974.1,41752900000,0.594048,-0.000449634,0.508552,0.238373
90,0.00000024,165,65,0.00000029,0.00000056,0.44,79,1.00E-012,9.07E-013,8.31E-014,46.8803,0.00479122,37433500,46085.8,11397300000,0.43345,-0.00134901,0.347865,0.344437
97,0.0000002,15,185,0.00000021,0.00000028,0.5,29,1.00E-012,2.84E-014,1.06E-013,32.547,0.000632322,20241000,67051.6,22363800000,0.494022,-0.000444995,0.408523,0.447125
50,0.00000052,45,95,0.00000041,0.00000013,0.58,88,1.00E-012,1.64E-013,6.43E-014,41.3947,0.000913854,18811400,128487,4430750000,0.572895,-0.000269984,0.487218,0.366272
7,0.00000068,75,155,0.00000013,0.00000013,0.44,19,1.00E-012,1.38E-013,7.1E-014,41.5429,0.00548845,98699000,21761.9,46773600000,0.437474,-0.00134032,0.35221,0.475463
99,0.00000068,80,80,0.00000009,0.00000011,0.52,86,1.00E-012,1.26E-013,8.18E-014,37.6297,0.00930257,227925000,8182.44,90796900000,0.503183,-0.00242526,0.417695,0.372428
14,0.00000058,15,15,0.00000036,0.00000031,0.52,35,1.00E-012,4.83E-014,1.75E-014,45.2522,0.000349262,16763600,524152,6673950000,0.515662,-0.0000989,0.430014,0.37906
64,0.0000004,65,115,0.00000048,0.00000024,0.58,40,1.00E-012,2.83E-013,8.11E-014,44.1641,0.00111936,13254800,144290,3685620000,0.572957,-0.000352987,0.48725,0.354662
38,0.00000018,155,165,0.00000013,0.00000021,0.56,37,1.00E-012,3.5E-013,1.01E-013,43.7704,0.0112764,106449000,13688.3,52621600000,0.555475,-0.00285992,0.470026,0.30817
80,0.00000068,165,65,0.00000007,0.00000038,0.42,42,1.00E-012,2.31E-013,7.45E-014,31.3277,0.0177084,816832000,2080.69,147882000000,0.224509,-0.00615864,0.140837,0.377065
75,0.00000074,30,100,0.00000005,0.00000025,0.42,59,1.00E-012,5.37E-014,6.38E-014,25.7111,0.00897414,752804000,2150.6,333444000000,0.392586,-0.00297864,0.302642,0.419961
51,0.00000008,90,20,0.00000016,0.00000018,0.46,54,1.00E-012,2.41E-013,4.21E-014,31.7395,0.00504021,417161000,7665.23,27928100000,0.456354,-0.00178716,0.370977,0.322183
98,0.00000066,80,65,0.00000042,0.00000015,0.54,72,1.00E-012,3.08E-013,7.59E-014,43.6828,0.00158187,21135000,96597.5,3001710000,0.527083,-0.000452904,0.441402,0.392117
19,0.00000072,130,160,0.0000001,0.00000046,0.52,86,1.00E-012,4.5E-013,8.35E-014,42.5485,0.0129622,140229000,10345.3,88545700000,0.50253,-0.00324679,0.417137,0.282576
62,0.00000038,125,170,0.00000057,0.00000034,0.48,66,1.00E-012,6.61E-013,1.04E-013,46.769,0.00179952,12121700,121141,2622150000,0.473396,-0.000512777,0.387662,0.443558
24,0.00000082,50,85,0.00000048,0.00000059,0.5,30,1.00E-012,2.28E-013,5.15E-014,48.8699,0.000859892,8953590,322888,4537280000,0.493902,-0.000220061,0.408196,0.406436
39,0.00000008,170,180,0.00000058,0.0000006,0.6,51,1.00E-012,1.11E-012,8.72E-014,28.7382,0.00239716,83222700,11408.1,3502750000,0.596423,-0.000998205,0.510686,0.292683
9,0.00000008,190,55,0.00000054,0.00000031,0.44,70,1.00E-012,1E-012,5.19E-014,40.4991,0.00287871,71547200,36792.4,2141620000,0.436855,-0.000776179,0.35113,0.41893
50,0.00000062,130,95,0.00000014,0.00000045,0.58,56,1.00E-012,5.18E-013,7.53E-014,45.8276,0.00855704,79792600,22858.9,49699600000,0.568115,-0.00211197,0.48265,0.210961
34,0.00000048,60,175,0.00000015,0.00000039,0.48,54,1.00E-012,1.71E-013,8.99E-014,46.3041,0.00369031,29623700,55994.3,40815800000,0.474313,-0.000926532,0.388944,0.413427
42,0.0000003,75,75,0.00000029,0.00000023,0.46,21,1.00E-012,2.51E-013,5.74E-014,45.9519,0.00220242,29802100,90093.6,9583180000,0.454999,-0.000600285,0.369411,0.443286
18,0.00000016,75,170,0.00000012,0.00000008,0.52,77,1.00E-012,1.17E-013,8.07E-014,34.4769,0.00604795,211969000,8754.58,53828400000,0.516524,-0.00155987,0.431139,0.411764
19,0.00000032,180,130,0.00000021,0.00000006,0.46,58,1.00E-012,3.69E-013,7.88E-014,28.87,0.00766123,495614000,3624.12,13371000000,0.458247,-0.00188545,0.372762,0.469861
53,0.00000052,40,160,0.00000009,0.00000041,0.46,49,1.00E-012,9.53E-014,8.49E-014,40.6583,0.00465911,68204400,23153.4,102459000000,0.452278,-0.00122673,0.367014,0.415493
3,0.00000032,190,60,0.0000006,0.00000025,0.58,96,1.00E-012,1.02E-012,5.17E-014,49.0753,0.00258034,26761500,110177,1713210000,0.576003,-0.000611018,0.490261,0.302883
79,0.0000005,195,130,0.00000045,0.00000016,0.42,76,1.00E-012,7.82E-013,1.04E-013,45.3704,0.00359567,28838300,51611.1,2780370000,0.410676,-0.000928363,0.324984,0.503114
50,0.00000008,175,35,0.00000022,0.00000021,0.5,36,1.00E-012,5.23E-013,5.83E-014,34.3873,0.00685827,303772000,7641.04,14862000000,0.496355,-0.00219155,0.41084,0.290379
42,0.00000086,175,75,0.0000003,0.00000011,0.52,6,1.00E-012,5.06E-013,6.93E-014,42.4185,0.0049263,82181400,26816.6,6066860000,0.510391,-0.00119105,0.424787,0.39114
13,0.00000046,120,65,0.00000045,0.00000034,0.48,32,1.00E-012,5.89E-013,4.87E-014,49.6474,0.00220351,22457200,137802,3830220000,0.475884,-0.000533654,0.390191,0.398025
89,0.0000001,190,190,0.00000037,0.00000034,0.54,20,1.00E-012,7.94E-013,1.3E-013,33.6434,0.00429614,89682600,11196.8,7039830000,0.535582,-0.00168651,0.449927,0.356362
58,0.00000018,40,90,0.00000034,0.00000051,0.5,41,1.00E-012,1.33E-013,6.38E-014,38.159,0.000990892,26872900,81643.5,9060900000,0.495359,-0.000433993,0.409725,0.40722
45,0.00000086,85,60,0.00000027,0.00000019,0.54,60,1.00E-012,2.64E-013,5.46E-014,46.6958,0.00269137,35165100,80318.8,9902350000,0.530462,-0.000665009,0.444882,0.359893
10,0.00000066,75,10,0.00000059,0.00000059,0.58,15,1.00E-012,5.74E-013,2.17E-014,48.2702,0.00102146,26659000,253683,2208270000,0.575266,-0.000251787,0.489526,0.159377
48,0.00000042,25,30,0.00000043,0.00000054,0.48,19,1.00E-012,9.65E-014,3.7E-014,43.0587,0.000482095,13550800,294985,5442560000,0.473889,-0.000179122,0.388205,0.411806
32,0.00000066,100,20,0.00000021,0.00000024,0.44,64,1.00E-012,3.35E-013,3.77E-014,47.648,0.00411568,69426500,58607.9,16230300000,0.43253,-0.00100776,0.347055,0.333108
81,0.00000072,40,85,0.00000028,0.00000044,0.5,4,1.00E-012,1.21E-013,7.12E-014,46.7745,0.00122079,12006000,178682,12846400000,0.488149,-0.000350249,0.402565,0.410424
13,0.00000012,45,30,0.00000014,0.00000034,0.5,38,1.00E-012,1.8E-013,2.65E-014,43.0942,0.00296692,108592000,48128.9,45961700000,0.496606,-0.000794144,0.411232,0.302412
53,0.0000006,185,45,0.00000041,0.00000047,0.46,50,1.00E-012,1.01E-012,6.51E-014,50.1276,0.0037182,26718200,86306.9,4940410000,0.451622,-0.000921145,0.365948,0.333921
71,0.00000086,155,65,0.0000005,0.00000007,0.42,83,1.00E-012,6.37E-013,7.2E-014,33.0021,0.00261565,117544000,17081.5,2873250000,0.410698,-0.000658696,0.324985,0.519542
71,0.00000008,75,25,0.00000036,0.0000003,0.54,69,1.00E-012,3.33E-013,4.79E-014,21.1715,0.00173735,321535000,6587,6737720000,0.536099,-0.00120712,0.450449,0.303596
11,0.00000008,170,60,0.00000032,0.00000024,0.5,88,1.00E-012,6.2E-013,5.26E-014,41.3108,0.00446848,104527000,26024.5,6854240000,0.496821,-0.00117597,0.411202,0.354449
58,0.00000018,195,115,0.00000033,0.0000006,0.6,72,1.00E-012,1.12E-012,9.37E-014,46.159,0.00495281,35943500,41029.9,9781830000,0.595169,-0.00136272,0.509534,0.225036
61,0.00000024,110,175,0.00000051,0.00000055,0.56,87,1.00E-012,6.1E-013,1.06E-013,44.6227,0.00177572,14104300,95886.8,4099350000,0.55466,-0.000565581,0.468943,0.348156
44,0.00000068,195,135,0.00000037,0.0000001,0.56,87,1.00E-012,6.43E-013,9.55E-014,40.3622,0.00438504,67490200,23775.9,4439630000,0.551646,-0.00107057,0.46599,0.372849
78,0.0000006,30,75,0.00000021,0.00000039,0.6,56,1.00E-012,7.02E-014,6.66E-014,45.4466,0.00125716,15295000,148915,23074200000,0.589514,-0.000370639,0.503977,0.307881
16,0.00000046,55,115,0.00000007,0.00000006,0.46,34,1.00E-012,6.17E-014,5.63E-014,26.0966,0.0094859,1173910000,2126.92,141142000000,0.459682,-0.0026317,0.373804,0.458668
70,0.0000002,175,195,0.00000015,0.00000027,0.46,88,1.00E-012,4.69E-013,1.25E-013,45.1043,0.0107162,70304600,16794.9,38255100000,0.454689,-0.00278313,0.36934,0.405537
79,0.00000058,60,5,0.00000035,0.00000053,0.46,38,1.00E-012,2.29E-013,4.32E-014,43.5262,0.00102251,24532800,146771,7535700000,0.448525,-0.000384207,0.362888,0.154928
84,0.00000064,115,190,0.00000039,0.00000006,0.54,67,1.00E-012,3.83E-013,1.15E-013,27.9876,0.00251711,124770000,9964.96,4212930000,0.53081,-0.000667009,0.445143,0.415536
20,0.00000086,155,65,0.00000052,0.00000053,0.44,61,1.00E-012,9.9E-013,5.63E-014,50.922,0.00244062,18428300,144079,3227050000,0.433869,-0.000585114,0.348149,0.406382
15,0.00000078,125,80,0.00000006,0.00000023,0.5,51,1.00E-012,1.82E-013,4.87E-014,31.0062,0.0239746,1345960000,1481.02,202120000000,0.319955,-0.00693068,0.234996,0.384945
67,0.00000038,70,175,0.0000003,0.00000027,0.46,97,1.00E-012,2.23E-013,9.91E-014,45.7135,0.00198744,15941800,97136.2,10386900000,0.453098,-0.000567383,0.3675,0.468166
11,0.00000076,180,80,0.0000001,0.00000051,0.42,31,1.00E-012,3.74E-013,5.82E-014,41.3628,0.0158212,263169000,7394.37,80952800000,0.366865,-0.00429666,0.281914,0.273087
14,0.00000022,15,160,0.00000031,0.00000037,0.56,4,1.00E-012,3.89E-014,6.94E-014,41.837,0.000412181,7241810,299753,11315300000,0.556444,-0.000138475,0.470827,0.384675
65,0.0000006,175,5,0.00000036,0.00000037,0.42,63,1.00E-012,5.93E-013,5.3E-014,44.064,0.00215701,40109500,74019.4,7267890000,0.3883,-0.000748685,0.302659,0.176775
44,0.00000044,25,190,0.00000037,0.0000004,0.52,9,1.00E-012,7.62E-014,9.21E-014,43.689,0.000568258,6081340,269093,7952850000,0.514023,-0.000191487,0.428368,0.424165
13,0.00000038,90,155,0.00000028,0.00000018,0.44,83,1.00E-012,2.64E-013,7.49E-014,46.041,0.00275406,28360900,72790.6,10645200000,0.436281,-0.000670154,0.350705,0.485134
61,0.0000002,140,160,0.0000005,0.00000017,0.5,31,1.00E-012,6.09E-013,1.02E-013,41.9854,0.00231184,27606800,54363.9,2612970000,0.495103,-0.000726456,0.40939,0.432431
38,0.00000042,50,150,0.00000013,0.00000017,0.46,57,1.00E-012,9.61E-014,7.77E-014,42.7885,0.00366138,52009700,37651.3,49261000000,0.454602,-0.000939667,0.369311,0.459669
14,0.0000007,15,80,0.00000033,0.00000046,0.44,20,1.00E-012,4.15E-014,3.91E-014,45.9188,0.000384616,7563660,513940,9490610000,0.435406,-0.000104927,0.349785,0.492254
99,0.00000044,35,115,0.00000018,0.00000047,0.6,20,1.00E-012,7.46E-014,9.04E-014,44.5169,0.00174623,17144500,96325.8,31723400000,0.59004,-0.000541205,0.50453,0.303378
52,0.00000024,25,145,0.00000031,0.00000017,0.6,67,1.00E-012,6.7E-014,8.05E-014,38.0812,0.00068586,16203700,116903,10663800000,0.594962,-0.000291242,0.509341,0.34863
78,0.00000046,120,155,0.0000003,0.00000057,0.52,91,1.00E-012,6.27E-013,1.07E-013,48.7023,0.00339071,17200400,80320.3,11535300000,0.511354,-0.000891151,0.42575,0.35651
8,0.00000076,145,70,0.00000052,0.00000047,0.54,26,1.00E-012,8.67E-013,5.29E-014,50.686,0.00228597,19006500,149703,3277080000,0.535162,-0.000542629,0.449442,0.322011
58,0.0000008,80,140,0.00000018,0.00000016,0.46,27,1.00E-012,1.82E-013,8.61E-014,44.3987,0.00399172,43270100,41569.5,25083400000,0.45022,-0.000992301,0.364798,0.462185
37,0.00000072,150,180,0.00000026,0.00000039,0.5,17,1.00E-012,5.88E-013,1.04E-013,49.3323,0.00495237,24436300,59129.2,14449100000,0.492368,-0.00119608,0.406805,0.384137
82,0.00000024,75,190,0.00000045,0.00000046,0.48,61,1.00E-012,3.26E-013,1.11E-013,41.74,0.00138256,14864600,88372.3,5141760000,0.473972,-0.000525308,0.388278,0.444302
57,0.00000012,95,175,0.00000056,0.00000014,0.56,7,1.00E-012,4.46E-013,9.95E-014,31.9873,0.00139365,50127500,28524,2388440000,0.555883,-0.000659925,0.470151,0.384546
100,0.0000005,85,195,0.0000006,0.00000043,0.56,75,1.00E-012,4.56E-013,1.25E-013,45.077,0.00116052,7894750,154596,2810440000,0.549299,-0.000381928,0.463557,0.375495
51,0.0000002,155,185,0.00000022,0.00000036,0.48,7,1.00E-012,5.53E-013,1.11E-013,46.842,0.00614637,37345700,35766.9,19682100000,0.475335,-0.00160884,0.389828,0.395861
25,0.00000068,105,175,0.00000033,0.0000004,0.6,37,1.00E-012,4.31E-013,9.4E-014,49.1708,0.0026844,14966700,107076,9653210000,0.593715,-0.000652367,0.508081,0.306247
45,0.0000005,5,70,0.00000013,0.00000044,0.48,18,1.00E-012,6.57E-015,4.66E-014,40.1569,0.000367228,11614100,277274,52492900000,0.473563,-0.000141572,0.388242,0.452583
94,0.00000088,10,50,0.00000018,0.00000025,0.48,16,1.00E-012,1.71E-014,5.82E-014,42.0386,0.000500293,10583500,252758,28361100000,0.464575,-0.000179117,0.379144,0.461129
60,0.00000048,80,45,0.00000034,0.00000043,0.6,35,1.00E-012,4.03E-013,5.45E-014,47.602,0.00197164,22587500,121694,8450800000,0.592215,-0.000533545,0.506574,0.252237
42,0.00000084,65,75,0.00000054,0.00000035,0.48,98,1.00E-012,3.33E-013,5.53E-014,47.9674,0.000989292,10979100,252957,2827920000,0.471639,-0.000260817,0.385913,0.4382
25,0.00000078,200,175,0.00000043,0.00000041,0.46,4,1.00E-012,9.79E-013,1.03E-013,50.3469,0.00385633,17275900,85343.5,5046010000,0.45377,-0.000920916,0.368086,0.430869
62,0.00000054,165,75,0.00000055,0.00000058,0.42,5,1.00E-012,1.12E-012,7.56E-014,49.6321,0.00245094,15815900,123672,2906450000,0.411334,-0.000636477,0.325606,0.431912
59,0.00000016,90,130,0.00000048,0.0000002,0.42,2,1.00E-012,3.87E-013,8.12E-014,38.3262,0.0015539,34479500,53074.5,3053310000,0.415343,-0.000599576,0.329638,0.51224
61,0.00000022,85,90,0.0000002,0.00000006,0.5,89,1.00E-012,1.72E-013,6.88E-014,28.2786,0.00379514,310658000,6834.43,13713600000,0.495241,-0.00107901,0.409757,0.438697
59,0.00000078,170,75,0.00000041,0.0000006,0.5,86,1.00E-012,1.07E-012,7.8E-014,50.5032,0.00342811,19576600,97747.3,5868060000,0.489338,-0.000845066,0.403663,0.326302
97,0.0000004,165,105,0.00000044,0.00000053,0.48,56,1.00E-012,9.63E-013,1.01E-013,48.1871,0.00309871,17884100,82827.5,4944790000,0.47102,-0.000860005,0.385331,0.384534
61,0.00000028,100,125,0.0000006,0.00000051,0.44,70,1.00E-012,6.05E-013,8.36E-014,44.6701,0.00136311,13795600,125595,2656860000,0.43425,-0.000445219,0.348509,0.46886
84,0.00000086,70,115,0.00000017,0.00000058,0.46,8,1.00E-012,3.43E-013,8.67E-014,47.5685,0.00370098,25853700,64581.8,32281100000,0.445318,-0.000937116,0.359924,0.397484
78,0.0000007,195,45,0.00000018,0.00000049,0.46,16,1.00E-012,5.71E-013,7.54E-014,47.148,0.00900305,73855800,25293.7,28517000000,0.442153,-0.0022991,0.356736,0.213897
27,0.00000082,145,50,0.00000044,0.00000028,0.54,18,1.00E-012,6.66E-013,5.19E-014,49.2872,0.00272109,27594300,107058,3135070000,0.532847,-0.000657032,0.447157,0.327097
50,0.00000088,5,180,0.00000048,0.00000007,0.56,43,1.00E-012,1.86E-014,8.33E-014,28.009,0.0000914,6275270,275223,4838440000,0.550492,-0.0000551,0.464785,0.403616
90,0.00000086,45,130,0.00000015,0.00000025,0.58,51,1.00E-012,9.99E-014,9.32E-014,44.9744,0.00277612,25825700,63868,42240400000,0.564272,-0.000724197,0.478807,0.341142
8,0.00000088,10,110,0.00000007,0.00000026,0.52,43,1.00E-012,9.43E-015,4.78E-014,35.5357,0.00172697,84426600,34633.9,174410000000,0.51446,-0.000467676,0.42806,0.39609
65,0.00000046,120,105,0.00000034,0.00000008,0.42,55,1.00E-012,3.66E-013,7.92E-014,35.6501,0.00302455,95392000,20037.6,4848200000,0.412991,-0.000789176,0.327363,0.519393
4,0.00000084,165,165,0.00000045,0.00000017,0.46,62,1.00E-012,6.64E-013,8.46E-014,46.5715,0.00304332,25988300,70020.7,3330830000,0.457159,-0.000717168,0.371466,0.465104
98,0.0000005,65,185,0.00000048,0.00000023,0.48,50,1.00E-012,2.74E-013,1.13E-013,43.7179,0.00112297,9977910,136625,3938970000,0.469639,-0.000371513,0.383934,0.466938
32,0.00000042,155,20,0.00000041,0.00000052,0.58,19,1.00E-012,8.65E-013,4.35E-014,46.7417,0.00304504,45939700,71366.3,5379010000,0.574138,-0.000768526,0.48846,0.122064
8,0.00000012,80,115,0.00000039,0.00000029,0.42,86,1.00E-012,3.21E-013,5.73E-014,44.8201,0.00171442,25843400,101598,5906870000,0.416731,-0.000451239,0.331069,0.495418
94,0.0000009,20,30,0.00000034,0.0000003,0.5,29,1.00E-012,6.23E-014,5.35E-014,43.6211,0.000495622,9486460,306130,7715150000,0.484248,-0.00017488,0.398615,0.423638
53,0.00000086,170,170,0.00000023,0.0000004,0.5,60,1.00E-012,6.65E-013,1.11E-013,49.1441,0.00641043,30203900,44701.3,18292200000,0.488813,-0.0015488,0.403287,0.36931
95,0.0000009,160,145,0.00000055,0.00000047,0.6,46,1.00E-012,9.38E-013,1.15E-013,49.2612,0.0023846,10817700,121800,3123890000,0.583117,-0.00061457,0.497387,0.307856
21,0.00000072,175,130,0.00000007,0.00000047,0.46,67,1.00E-012,3.15E-013,6.62E-014,34.7717,0.0253035,567009000,2164.73,157098000000,0.33963,-0.00715155,0.254884,0.314552
94,0.00000076,180,40,0.00000055,0.00000017,0.58,15,1.00E-012,8.65E-013,7.67E-014,46.2787,0.00267002,26129100,77165.2,1935090000,0.565316,-0.000692554,0.479586,0.313795
58,0.00000046,85,80,0.00000049,0.00000016,0.48,19,1.00E-012,3.66E-013,6.58E-014,44.0116,0.00143364,21118800,110698,2440200000,0.472962,-0.000406942,0.387253,0.45156
22,0.0000008,25,125,0.00000038,0.00000032,0.48,34,1.00E-012,7.91E-014,5.93E-014,46.2707,0.000552349,6969310,372669,7140350000,0.474344,-0.000147822,0.388686,0.461611
27,0.00000058,20,30,0.00000014,0.00000048,0.5,74,1.00E-012,4.3E-014,2.86E-014,45.3869,0.00132644,36199000,140171,47176500000,0.494298,-0.000348063,0.408927,0.339832
71,0.00000082,10,35,0.00000013,0.0000005,0.6,78,1.00E-012,1.41E-014,4.63E-014,42.9877,0.000731183,16791400,192912,57750300000,0.587606,-0.00022607,0.502106,0.288342
29,0.00000038,75,155,0.00000044,0.00000057,0.58,71,1.00E-012,3.44E-013,8.33E-014,48.1298,0.00141371,9840970,180356,5710370000,0.57514,-0.000376034,0.489449,0.329957
37,0.00000012,60,85,0.00000034,0.00000015,0.52,96,1.00E-012,1.96E-013,5.72E-014,35.3368,0.00148752,66655000,39298.8,6341230000,0.516275,-0.000567746,0.43064,0.410284
68,0.00000042,150,195,0.00000027,0.00000022,0.42,39,1.00E-012,4.57E-013,1.17E-013,46.7897,0.00476498,28735800,45859.1,11398800000,0.412364,-0.0012127,0.326804,0.493875
31,0.00000068,105,140,0.00000056,0.00000021,0.58,22,1.00E-012,5.09E-013,8.28E-014,46.7703,0.00153844,13245500,141720,2345370000,0.57352,-0.00038691,0.487788,0.354674
53,0.00000056,180,120,0.00000055,0.00000049,0.58,17,1.00E-012,1.09E-012,9.27E-014,49.5871,0.00267986,14248900,112523,3058930000,0.572066,-0.000678805,0.486337,0.303234
46,0.00000038,75,75,0.00000018,0.0000003,0.58,61,1.00E-012,2.48E-013,6.09E-014,46.458,0.00372412,44074900,56477.7,29765100000,0.573863,-0.00095619,0.488364,0.286029
17,0.0000004,170,45,0.00000025,0.00000056,0.44,47,1.00E-012,8.2E-013,4.97E-014,49.5625,0.00571991,53482300,52569.7,15166500000,0.434753,-0.00138706,0.349215,0.276294
89,0.0000008,15,160,0.00000034,0.00000053,0.44,19,1.00E-012,4.2E-014,9.2E-014,42.0563,0.000373047,4819520,339664,9145540000,0.425899,-0.000149984,0.34027,0.511648
49,0.00000012,50,90,0.00000037,0.0000004,0.58,91,1.00E-012,1.91E-013,6.16E-014,32.5339,0.00113206,56528800,37396,7715450000,0.576008,-0.000552972,0.49035,0.330727
78,0.0000008,185,100,0.00000014,0.00000029,0.48,42,1.00E-012,5.07E-013,9.54E-014,45.9217,0.0121763,95606500,16239.5,43617600000,0.462679,-0.00299111,0.377349,0.333175
82,0.00000076,55,25,0.00000021,0.00000014,0.6,95,1.00E-012,1.44E-013,5.24E-014,43.6983,0.00228425,44580200,67015.2,13025500000,0.586328,-0.000603269,0.500792,0.28847
