l_cs,v_swing,vbias_SW_cas,w_cs,w_sw,SFDR(-HD3),pwr,i_fullscale
5E-07,0.4,1.4,1.25E-06,7E-07,80.33,0.04793,0.0389
5E-07,0.4,1.4,1.5E-06,4E-07,72.71,0.05423,0.04099
5E-07,0.4,1.4,1.5E-06,5E-07,61.78,0.05466,0.04109
5E-07,0.4,1.4,1.5E-06,6E-07,59.62,0.05496,0.04103
5E-07,0.4,1.4,1.5E-06,7E-07,64.52,0.05519,0.04076
5E-07,0.4,1.4,1.75E-06,4E-07,69.13,0.05995,0.04195
5E-07,0.4,1.4,1.75E-06,5E-07,74.84,0.0606,0.04208
5E-07,0.4,1.4,1.75E-06,6E-07,65.4,0.06105,0.04203
5E-07,0.4,1.4,1.75E-06,7E-07,63.84,0.0614,0.04169
5E-07,0.4,1.4,2E-06,4E-07,69.21,0.06468,0.04243
5E-07,0.4,1.4,2E-06,5E-07,68.24,0.06554,0.04257
5E-07,0.4,1.4,2E-06,6E-07,64.37,0.06613,0.04246
5E-07,0.4,1.4,2E-06,7E-07,63.68,0.06662,0.04211
6E-07,0.4,1.4,2.5E-07,4E-07,46.56,0.01001,0.01901
6E-07,0.4,1.4,2.5E-07,5E-07,46.93,0.01001,0.01857
6E-07,0.4,1.4,2.5E-07,6E-07,46.52,0.01002,0.01806
6E-07,0.4,1.4,2.5E-07,7E-07,46.5,0.01002,0.01756
6E-07,0.4,1.4,5E-07,4E-07,51.23,0.01847,0.02639
6E-07,0.4,1.4,5E-07,5E-07,50.75,0.01849,0.02599
6E-07,0.4,1.4,5E-07,6E-07,49.87,0.0185,0.0255
6E-07,0.4,1.4,5E-07,7E-07,49.78,0.01851,0.02497
6E-07,0.4,1.4,7.5E-07,4E-07,56.53,0.02707,0.03163
6E-07,0.4,1.4,7.5E-07,5E-07,54.65,0.0271,0.03144
6E-07,0.4,1.4,7.5E-07,6E-07,55.11,0.02713,0.03106
6E-07,0.4,1.4,7.5E-07,7E-07,55.54,0.02715,0.03065
6E-07,0.4,1.4,1E-06,4E-07,61.4,0.03543,0.03556
6E-07,0.4,1.4,1E-06,5E-07,60.19,0.03552,0.03556
6E-07,0.4,1.4,1E-06,6E-07,57.79,0.03558,0.03538
6E-07,0.4,1.4,1E-06,7E-07,61.08,0.03563,0.035
6E-07,0.4,1.4,1.25E-06,4E-07,63.32,0.04288,0.03845
6E-07,0.4,1.4,1.25E-06,5E-07,69.38,0.04306,0.03855
6E-07,0.4,1.4,1.25E-06,6E-07,69.03,0.04317,0.03849
6E-07,0.4,1.4,1.25E-06,7E-07,76.27,0.04326,0.03815
6E-07,0.4,1.4,1.5E-06,4E-07,62.39,0.04954,0.04038
6E-07,0.4,1.4,1.5E-06,5E-07,75.88,0.04986,0.04051
6E-07,0.4,1.4,1.5E-06,6E-07,76.94,0.05006,0.04048
6E-07,0.4,1.4,1.5E-06,7E-07,65.82,0.05023,0.04019
6E-07,0.4,1.4,1.75E-06,4E-07,79.39,0.05533,0.04154
6E-07,0.4,1.4,1.75E-06,5E-07,61.56,0.05581,0.0417
6E-07,0.4,1.4,1.75E-06,6E-07,59.6,0.05613,0.04168
6E-07,0.4,1.4,1.75E-06,7E-07,68.44,0.05639,0.04142
6E-07,0.4,1.4,2E-06,4E-07,73.88,0.0602,0.04226
6E-07,0.4,1.4,2E-06,5E-07,71.67,0.06088,0.04245
6E-07,0.4,1.4,2E-06,6E-07,62.66,0.06134,0.04234
6E-07,0.4,1.4,2E-06,7E-07,63.25,0.06171,0.04203
7E-07,0.4,1.4,2.5E-07,4E-07,46.36,0.008951,0.01939
7E-07,0.4,1.4,2.5E-07,5E-07,45.7,0.008956,0.01895
7E-07,0.4,1.4,2.5E-07,6E-07,45.41,0.00896,0.01844
7E-07,0.4,1.4,2.5E-07,7E-07,45.3,0.008966,0.01797
7E-07,0.4,1.4,5E-07,4E-07,49.8,0.01661,0.0264
7E-07,0.4,1.4,5E-07,5E-07,49.51,0.01662,0.02606
7E-07,0.4,1.4,5E-07,6E-07,49.82,0.01663,0.02561
7E-07,0.4,1.4,5E-07,7E-07,49.75,0.01664,0.0251
7E-07,0.4,1.4,7.5E-07,4E-07,55.9,0.02444,0.03108
7E-07,0.4,1.4,7.5E-07,5E-07,54.88,0.02447,0.03094
7E-07,0.4,1.4,7.5E-07,6E-07,54.8,0.02448,0.03067
7E-07,0.4,1.4,7.5E-07,7E-07,55.32,0.0245,0.03031
7E-07,0.4,1.4,1E-06,4E-07,69,0.03214,0.03488
7E-07,0.4,1.4,1E-06,5E-07,57.27,0.0322,0.03492
7E-07,0.4,1.4,1E-06,6E-07,58.97,0.03224,0.0348
7E-07,0.4,1.4,1E-06,7E-07,55.76,0.03228,0.03451
7E-07,0.4,1.4,1.25E-06,4E-07,67.95,0.03911,0.03795
7E-07,0.4,1.4,1.25E-06,5E-07,65.74,0.03924,0.03804
7E-07,0.4,1.4,1.25E-06,6E-07,69.5,0.03932,0.03797
7E-07,0.4,1.4,1.25E-06,7E-07,74.2,0.03938,0.03768
7E-07,0.4,1.4,1.5E-06,4E-07,61.96,0.04551,0.04011
7E-07,0.4,1.4,1.5E-06,5E-07,75.06,0.04573,0.04019
7E-07,0.4,1.4,1.5E-06,6E-07,70.65,0.04588,0.04018
7E-07,0.4,1.4,1.5E-06,7E-07,71.3,0.04599,0.03992
7E-07,0.4,1.4,1.75E-06,4E-07,67.23,0.05121,0.04134
7E-07,0.4,1.4,1.75E-06,5E-07,73.09,0.05157,0.04147
7E-07,0.4,1.4,1.75E-06,6E-07,60.34,0.05181,0.04134
7E-07,0.4,1.4,1.75E-06,7E-07,61.06,0.052,0.04103
7E-07,0.4,1.4,2E-06,4E-07,68.13,0.05617,0.04196
7E-07,0.4,1.4,2E-06,5E-07,60.2,0.0567,0.04213
7E-07,0.4,1.4,2E-06,6E-07,62.37,0.05705,0.04203
7E-07,0.4,1.4,2E-06,7E-07,62.71,0.05733,0.04179
8E-07,0.4,1.4,2.5E-07,4E-07,45.08,0.008109,0.01977
8E-07,0.4,1.4,2.5E-07,5E-07,44.85,0.008113,0.01935
8E-07,0.4,1.4,2.5E-07,6E-07,44.71,0.008118,0.01889
8E-07,0.4,1.4,2.5E-07,7E-07,44.71,0.008123,0.01845
8E-07,0.4,1.4,5E-07,4E-07,49.53,0.0151,0.02639
8E-07,0.4,1.4,5E-07,5E-07,49.06,0.0151,0.02611
8E-07,0.4,1.4,5E-07,6E-07,48.84,0.01511,0.02571
8E-07,0.4,1.4,5E-07,7E-07,49.23,0.01512,0.02522
8E-07,0.4,1.4,7.5E-07,4E-07,54.17,0.02228,0.03066
8E-07,0.4,1.4,7.5E-07,5E-07,52.87,0.0223,0.03062
8E-07,0.4,1.4,7.5E-07,6E-07,53.86,0.02232,0.03043
8E-07,0.4,1.4,7.5E-07,7E-07,54.27,0.02233,0.03015
8E-07,0.4,1.4,1E-06,4E-07,58.66,0.02941,0.03442
8E-07,0.4,1.4,1E-06,5E-07,58.37,0.02945,0.03444
8E-07,0.4,1.4,1E-06,6E-07,55.86,0.02948,0.03437
8E-07,0.4,1.4,1E-06,7E-07,56.45,0.02951,0.03413
8E-07,0.4,1.4,1.25E-06,4E-07,65.19,0.03592,0.0377
8E-07,0.4,1.4,1.25E-06,5E-07,62.28,0.03601,0.03774
8E-07,0.4,1.4,1.25E-06,6E-07,64.2,0.03607,0.03765
8E-07,0.4,1.4,1.25E-06,7E-07,62.29,0.03612,0.03739
8E-07,0.4,1.4,1.5E-06,4E-07,66.76,0.04202,0.04006
8E-07,0.4,1.4,1.5E-06,5E-07,68.7,0.04218,0.04009
8E-07,0.4,1.4,1.5E-06,6E-07,67.82,0.04228,0.04001
8E-07,0.4,1.4,1.5E-06,7E-07,72.04,0.04236,0.03976
8E-07,0.4,1.4,1.75E-06,4E-07,69.41,0.04757,0.04133
8E-07,0.4,1.4,1.75E-06,5E-07,70.39,0.04784,0.04147
8E-07,0.4,1.4,1.75E-06,6E-07,69.75,0.04802,0.04131
8E-07,0.4,1.4,1.75E-06,7E-07,66.02,0.04816,0.04099
8E-07,0.4,1.4,2E-06,4E-07,65.42,0.05252,0.04197
8E-07,0.4,1.4,2E-06,5E-07,64.93,0.05293,0.04213
8E-07,0.4,1.4,2E-06,6E-07,57.33,0.0532,0.04197
8E-07,0.4,1.4,2E-06,7E-07,59.23,0.05342,0.04161
4E-07,0.5,1.4,2.5E-07,4E-07,47.58,0.01318,0.01926
4E-07,0.5,1.4,2.5E-07,5E-07,47.22,0.01319,0.01879
4E-07,0.5,1.4,2.5E-07,6E-07,46.94,0.01319,0.01832
4E-07,0.5,1.4,2.5E-07,7E-07,47.1,0.0132,0.01787
4E-07,0.5,1.4,5E-07,4E-07,54.05,0.02388,0.02745
4E-07,0.5,1.4,5E-07,5E-07,54.37,0.02391,0.02695
4E-07,0.5,1.4,5E-07,6E-07,54.72,0.02393,0.02637
4E-07,0.5,1.4,5E-07,7E-07,54.09,0.02395,0.02587
4E-07,0.5,1.4,7.5E-07,4E-07,57.07,0.03445,0.03434
4E-07,0.5,1.4,7.5E-07,5E-07,57.42,0.03454,0.03401
4E-07,0.5,1.4,7.5E-07,6E-07,56.58,0.0346,0.03352
4E-07,0.5,1.4,7.5E-07,7E-07,54.45,0.03465,0.03297
4E-07,0.5,1.4,1E-06,4E-07,55.96,0.04425,0.03959
4E-07,0.5,1.4,1E-06,5E-07,58.27,0.04447,0.03949
4E-07,0.5,1.4,1E-06,6E-07,59.49,0.04462,0.03913
4E-07,0.5,1.4,1E-06,7E-07,60.78,0.04474,0.03877
4E-07,0.5,1.4,1.25E-06,4E-07,64.99,0.05234,0.04354
4E-07,0.5,1.4,1.25E-06,5E-07,63.68,0.05279,0.04367
4E-07,0.5,1.4,1.25E-06,6E-07,61.67,0.05309,0.04345
4E-07,0.5,1.4,1.25E-06,7E-07,63.26,0.05333,0.04311
4E-07,0.5,1.4,1.5E-06,4E-07,70.36,0.05872,0.04629
4E-07,0.5,1.4,1.5E-06,5E-07,67.71,0.05945,0.04648
4E-07,0.5,1.4,1.5E-06,6E-07,62.29,0.05994,0.04636
4E-07,0.5,1.4,1.5E-06,7E-07,63.85,0.06033,0.04611
4E-07,0.5,1.4,1.75E-06,4E-07,72.2,0.06358,0.04801
4E-07,0.5,1.4,1.75E-06,5E-07,63.52,0.06457,0.0483
4E-07,0.5,1.4,1.75E-06,6E-07,62.52,0.06525,0.04832
4E-07,0.5,1.4,1.75E-06,7E-07,60.38,0.0658,0.04809
4E-07,0.5,1.4,2E-06,4E-07,60.54,0.06735,0.04924
4E-07,0.5,1.4,2E-06,5E-07,59.46,0.06854,0.04954
4E-07,0.5,1.4,2E-06,6E-07,59.48,0.06939,0.04954
4E-07,0.5,1.4,2E-06,7E-07,61.8,0.07008,0.04933
5E-07,0.5,1.4,2.5E-07,4E-07,48.94,0.01136,0.01943
5E-07,0.5,1.4,2.5E-07,5E-07,48.72,0.01137,0.01896
5E-07,0.5,1.4,2.5E-07,6E-07,48.33,0.01137,0.01846
5E-07,0.5,1.4,2.5E-07,7E-07,48.03,0.01138,0.01805
5E-07,0.5,1.4,5E-07,4E-07,53.55,0.02083,0.02742
5E-07,0.5,1.4,5E-07,5E-07,53.82,0.02085,0.02692
5E-07,0.5,1.4,5E-07,6E-07,51.85,0.02087,0.02636
5E-07,0.5,1.4,5E-07,7E-07,51.23,0.02088,0.02582
5E-07,0.5,1.4,7.5E-07,4E-07,52.72,0.03032,0.03363
5E-07,0.5,1.4,7.5E-07,5E-07,54.56,0.03038,0.03338
5E-07,0.5,1.4,7.5E-07,6E-07,54.35,0.03042,0.03296
5E-07,0.5,1.4,7.5E-07,7E-07,54.81,0.03045,0.03247
5E-07,0.5,1.4,1E-06,4E-07,57.82,0.03938,0.03864
5E-07,0.5,1.4,1E-06,5E-07,57.91,0.03952,0.0386
5E-07,0.5,1.4,1E-06,6E-07,58.77,0.03961,0.03836
5E-07,0.5,1.4,1E-06,7E-07,59.55,0.03969,0.03802
5E-07,0.5,1.4,1.25E-06,4E-07,59.65,0.04719,0.04252
5E-07,0.5,1.4,1.25E-06,5E-07,61.33,0.04748,0.04258
5E-07,0.5,1.4,1.25E-06,6E-07,61.56,0.04767,0.04238
5E-07,0.5,1.4,1.25E-06,7E-07,62.38,0.04782,0.04209
5E-07,0.5,1.4,1.5E-06,4E-07,67.86,0.05375,0.04536
5E-07,0.5,1.4,1.5E-06,5E-07,65.31,0.05427,0.04553
5E-07,0.5,1.4,1.5E-06,6E-07,63.02,0.05461,0.04543
5E-07,0.5,1.4,1.5E-06,7E-07,65.61,0.05488,0.04514
5E-07,0.5,1.4,1.75E-06,4E-07,74.26,0.059,0.0473
5E-07,0.5,1.4,1.75E-06,5E-07,68.96,0.05976,0.04759
5E-07,0.5,1.4,1.75E-06,6E-07,65.56,0.06027,0.04757
5E-07,0.5,1.4,1.75E-06,7E-07,67.15,0.06068,0.04738
5E-07,0.5,1.4,2E-06,4E-07,74.49,0.06315,0.04864
5E-07,0.5,1.4,2E-06,5E-07,66.54,0.06412,0.049
5E-07,0.5,1.4,2E-06,6E-07,80.65,0.0648,0.04907
5E-07,0.5,1.4,2E-06,7E-07,61.37,0.06534,0.04888
6E-07,0.5,1.4,2.5E-07,4E-07,47.47,0.01,0.01979
6E-07,0.5,1.4,2.5E-07,5E-07,47.62,0.01001,0.01931
6E-07,0.5,1.4,2.5E-07,6E-07,47.76,0.01001,0.01886
6E-07,0.5,1.4,2.5E-07,7E-07,48.26,0.01002,0.01844
6E-07,0.5,1.4,5E-07,4E-07,50.06,0.01847,0.02751
6E-07,0.5,1.4,5E-07,5E-07,50.74,0.01849,0.02708
6E-07,0.5,1.4,5E-07,6E-07,50.58,0.0185,0.02654
6E-07,0.5,1.4,5E-07,7E-07,50.93,0.01851,0.02598
6E-07,0.5,1.4,7.5E-07,4E-07,55.16,0.02706,0.03318
6E-07,0.5,1.4,7.5E-07,5E-07,55.93,0.0271,0.03295
6E-07,0.5,1.4,7.5E-07,6E-07,55.01,0.02712,0.03259
6E-07,0.5,1.4,7.5E-07,7E-07,55.36,0.02715,0.03212
6E-07,0.5,1.4,1E-06,4E-07,58.42,0.03539,0.03784
6E-07,0.5,1.4,1E-06,5E-07,57.38,0.03549,0.03783
6E-07,0.5,1.4,1E-06,6E-07,56.84,0.03555,0.03764
6E-07,0.5,1.4,1E-06,7E-07,56.23,0.0356,0.03734
6E-07,0.5,1.4,1.25E-06,4E-07,61.34,0.04278,0.04188
6E-07,0.5,1.4,1.25E-06,5E-07,62.73,0.04298,0.0419
6E-07,0.5,1.4,1.25E-06,6E-07,64.44,0.0431,0.04171
6E-07,0.5,1.4,1.25E-06,7E-07,65.04,0.04321,0.04142
6E-07,0.5,1.4,1.5E-06,4E-07,63.45,0.0493,0.04493
6E-07,0.5,1.4,1.5E-06,5E-07,61.75,0.04965,0.04509
6E-07,0.5,1.4,1.5E-06,6E-07,60.82,0.04989,0.04497
6E-07,0.5,1.4,1.5E-06,7E-07,69.51,0.05007,0.04472
6E-07,0.5,1.4,1.75E-06,4E-07,69.01,0.05476,0.04701
6E-07,0.5,1.4,1.75E-06,5E-07,64.62,0.05533,0.04729
6E-07,0.5,1.4,1.75E-06,6E-07,69.21,0.05571,0.04729
6E-07,0.5,1.4,1.75E-06,7E-07,70.45,0.05601,0.04704
6E-07,0.5,1.4,2E-06,4E-07,72.59,0.05921,0.04841
6E-07,0.5,1.4,2E-06,5E-07,79.1,0.06,0.04872
6E-07,0.5,1.4,2E-06,6E-07,72.02,0.06053,0.04878
6E-07,0.5,1.4,2E-06,7E-07,66.16,0.06095,0.0486
7E-07,0.5,1.4,2.5E-07,4E-07,45.87,0.008947,0.02022
7E-07,0.5,1.4,2.5E-07,5E-07,45.86,0.008953,0.01978
7E-07,0.5,1.4,2.5E-07,6E-07,44.27,0.00896,0.01935
7E-07,0.5,1.4,2.5E-07,7E-07,48.07,0.008966,0.01892
7E-07,0.5,1.4,5E-07,4E-07,49.87,0.01661,0.02758
7E-07,0.5,1.4,5E-07,5E-07,49.47,0.01662,0.02721
7E-07,0.5,1.4,5E-07,6E-07,49.37,0.01663,0.02672
7E-07,0.5,1.4,5E-07,7E-07,49.59,0.01664,0.02619
7E-07,0.5,1.4,7.5E-07,4E-07,54.43,0.02443,0.03278
7E-07,0.5,1.4,7.5E-07,5E-07,55.21,0.02446,0.03258
7E-07,0.5,1.4,7.5E-07,6E-07,55.23,0.02448,0.03222
7E-07,0.5,1.4,7.5E-07,7E-07,54.66,0.0245,0.03187
7E-07,0.5,1.4,1E-06,4E-07,55.75,0.03212,0.03744
7E-07,0.5,1.4,1E-06,5E-07,55.79,0.03218,0.03739
7E-07,0.5,1.4,1E-06,6E-07,55.82,0.03223,0.03719
7E-07,0.5,1.4,1E-06,7E-07,55.5,0.03227,0.03696
7E-07,0.5,1.4,1.25E-06,4E-07,58.45,0.03905,0.04155
7E-07,0.5,1.4,1.25E-06,5E-07,59.66,0.03918,0.04157
7E-07,0.5,1.4,1.25E-06,6E-07,59.39,0.03927,0.04139
7E-07,0.5,1.4,1.25E-06,7E-07,60.5,0.03934,0.04114
7E-07,0.5,1.4,1.5E-06,4E-07,62.82,0.04537,0.04479
7E-07,0.5,1.4,1.5E-06,5E-07,64.14,0.04562,0.04493
7E-07,0.5,1.4,1.5E-06,6E-07,65.24,0.04578,0.04482
7E-07,0.5,1.4,1.5E-06,7E-07,66.4,0.04591,0.04457
7E-07,0.5,1.4,1.75E-06,4E-07,65.18,0.05089,0.04697
7E-07,0.5,1.4,1.75E-06,5E-07,62.15,0.0513,0.04724
7E-07,0.5,1.4,1.75E-06,6E-07,64.38,0.05158,0.04725
7E-07,0.5,1.4,1.75E-06,7E-07,64.99,0.0518,0.04703
7E-07,0.5,1.4,2E-06,4E-07,67.49,0.05554,0.04842
7E-07,0.5,1.4,2E-06,5E-07,63.61,0.05615,0.04873
7E-07,0.5,1.4,2E-06,6E-07,90.23,0.05656,0.0488
7E-07,0.5,1.4,2E-06,7E-07,73.56,0.05689,0.04863
8E-07,0.5,1.4,2.5E-07,4E-07,45.28,0.008107,0.02064
8E-07,0.5,1.4,2.5E-07,5E-07,45.77,0.008113,0.02028
8E-07,0.5,1.4,2.5E-07,6E-07,50.48,0.008119,0.01986
8E-07,0.5,1.4,2.5E-07,7E-07,51.59,0.008123,0.01943
8E-07,0.5,1.4,5E-07,4E-07,48.23,0.0151,0.02764
8E-07,0.5,1.4,5E-07,5E-07,48.53,0.0151,0.02733
8E-07,0.5,1.4,5E-07,6E-07,48.26,0.01511,0.02688
8E-07,0.5,1.4,5E-07,7E-07,48.4,0.01512,0.02636
8E-07,0.5,1.4,7.5E-07,4E-07,53.94,0.02227,0.03247
8E-07,0.5,1.4,7.5E-07,5E-07,54.64,0.0223,0.03233
8E-07,0.5,1.4,7.5E-07,6E-07,54.67,0.02232,0.03209
8E-07,0.5,1.4,7.5E-07,7E-07,54.06,0.02233,0.03178
8E-07,0.5,1.4,1E-06,4E-07,57.31,0.02939,0.03724
8E-07,0.5,1.4,1E-06,5E-07,56.35,0.02944,0.03722
8E-07,0.5,1.4,1E-06,6E-07,55.43,0.02947,0.03704
8E-07,0.5,1.4,1E-06,7E-07,55.13,0.0295,0.03683
8E-07,0.5,1.4,1.25E-06,4E-07,58.11,0.03588,0.04164
8E-07,0.5,1.4,1.25E-06,5E-07,57.47,0.03598,0.04155
8E-07,0.5,1.4,1.25E-06,6E-07,57.15,0.03604,0.04138
8E-07,0.5,1.4,1.25E-06,7E-07,56.93,0.03609,0.04113
8E-07,0.5,1.4,1.5E-06,4E-07,62.07,0.04193,0.04498
8E-07,0.5,1.4,1.5E-06,5E-07,64.28,0.0421,0.04507
8E-07,0.5,1.4,1.5E-06,6E-07,64.66,0.04222,0.04498
8E-07,0.5,1.4,1.5E-06,7E-07,66.75,0.04231,0.04472
8E-07,0.5,1.4,1.75E-06,4E-07,65.44,0.04738,0.04716
8E-07,0.5,1.4,1.75E-06,5E-07,63.68,0.04769,0.04742
8E-07,0.5,1.4,1.75E-06,6E-07,73.29,0.04789,0.04744
8E-07,0.5,1.4,1.75E-06,7E-07,64.67,0.04804,0.04723
8E-07,0.5,1.4,2E-06,4E-07,66.53,0.05213,0.0486
8E-07,0.5,1.4,2E-06,5E-07,61.47,0.0526,0.0489
8E-07,0.5,1.4,2E-06,6E-07,60.31,0.05291,0.04898
8E-07,0.5,1.4,2E-06,7E-07,66.91,0.05316,0.04881
4E-07,0.1,1.6,2.5E-07,4E-07,63.29,0.01321,0.01012
4E-07,0.1,1.6,2.5E-07,5E-07,62.3,0.01322,0.01049
4E-07,0.1,1.6,2.5E-07,6E-07,61.88,0.01322,0.01071
4E-07,0.1,1.6,2.5E-07,7E-07,61.39,0.01323,0.01082
4E-07,0.1,1.6,5E-07,4E-07,77.41,0.02401,0.01355
4E-07,0.1,1.6,5E-07,5E-07,77.39,0.02402,0.01424
4E-07,0.1,1.6,5E-07,6E-07,77.33,0.02404,0.01473
4E-07,0.1,1.6,5E-07,7E-07,76.74,0.02405,0.01506
4E-07,0.1,1.6,7.5E-07,4E-07,76.39,0.03489,0.01552
4E-07,0.1,1.6,7.5E-07,5E-07,76.54,0.03493,0.01649
4E-07,0.1,1.6,7.5E-07,6E-07,75.14,0.03495,0.01719
4E-07,0.1,1.6,7.5E-07,7E-07,73.58,0.03498,0.01769
4E-07,0.1,1.6,1E-06,4E-07,77.07,0.04552,0.01656
4E-07,0.1,1.6,1E-06,5E-07,75.97,0.04559,0.01761
4E-07,0.1,1.6,1E-06,6E-07,76.94,0.04563,0.01842
4E-07,0.1,1.6,1E-06,7E-07,76.39,0.04567,0.01902
4E-07,0.1,1.6,1.25E-06,4E-07,78.49,0.05528,0.01697
4E-07,0.1,1.6,1.25E-06,5E-07,73.23,0.05539,0.01803
4E-07,0.1,1.6,1.25E-06,6E-07,78.37,0.05546,0.01884
4E-07,0.1,1.6,1.25E-06,7E-07,81.6,0.05553,0.01943
4E-07,0.1,1.6,1.5E-06,4E-07,75.9,0.06429,0.01698
4E-07,0.1,1.6,1.5E-06,5E-07,81,0.06447,0.01805
4E-07,0.1,1.6,1.5E-06,6E-07,78.46,0.06458,0.01879
4E-07,0.1,1.6,1.5E-06,7E-07,69.8,0.06468,0.01927
4E-07,0.1,1.6,1.75E-06,4E-07,79.2,0.07243,0.01679
4E-07,0.1,1.6,1.75E-06,5E-07,75.57,0.07269,0.01777
4E-07,0.1,1.6,1.75E-06,6E-07,72.28,0.07287,0.01844
4E-07,0.1,1.6,1.75E-06,7E-07,70.47,0.073,0.01882
4E-07,0.1,1.6,2E-06,4E-07,74.89,0.07962,0.01646
4E-07,0.1,1.6,2E-06,5E-07,71.22,0.07999,0.01733
4E-07,0.1,1.6,2E-06,6E-07,69.3,0.08023,0.01791
4E-07,0.1,1.6,2E-06,7E-07,66.88,0.08042,0.01821
5E-07,0.1,1.6,2.5E-07,4E-07,62.31,0.01139,0.01005
5E-07,0.1,1.6,2.5E-07,5E-07,61.55,0.01139,0.01045
5E-07,0.1,1.6,2.5E-07,6E-07,60.48,0.0114,0.01066
5E-07,0.1,1.6,2.5E-07,7E-07,60.03,0.0114,0.01078
5E-07,0.1,1.6,5E-07,4E-07,80.82,0.02091,0.01331
5E-07,0.1,1.6,5E-07,5E-07,87.06,0.02093,0.01403
5E-07,0.1,1.6,5E-07,6E-07,80.82,0.02093,0.01452
5E-07,0.1,1.6,5E-07,7E-07,77,0.02094,0.01487
5E-07,0.1,1.6,7.5E-07,4E-07,74.26,0.03059,0.01512
5E-07,0.1,1.6,7.5E-07,5E-07,74.09,0.03061,0.01604
5E-07,0.1,1.6,7.5E-07,6E-07,72.74,0.03063,0.01673
5E-07,0.1,1.6,7.5E-07,7E-07,71.64,0.03065,0.01724
5E-07,0.1,1.6,1E-06,4E-07,77.36,0.04012,0.01613
5E-07,0.1,1.6,1E-06,5E-07,76.67,0.04017,0.01714
5E-07,0.1,1.6,1E-06,6E-07,75.81,0.0402,0.01794
5E-07,0.1,1.6,1E-06,7E-07,74.74,0.04023,0.01853
5E-07,0.1,1.6,1.25E-06,4E-07,77.3,0.04891,0.01666
5E-07,0.1,1.6,1.25E-06,5E-07,76.1,0.04899,0.01778
5E-07,0.1,1.6,1.25E-06,6E-07,76.67,0.04904,0.01859
5E-07,0.1,1.6,1.25E-06,7E-07,76.88,0.04909,0.01918
5E-07,0.1,1.6,1.5E-06,4E-07,85.18,0.0572,0.01694
5E-07,0.1,1.6,1.5E-06,5E-07,71.84,0.05732,0.01805
5E-07,0.1,1.6,1.5E-06,6E-07,60.15,0.0574,0.01885
5E-07,0.1,1.6,1.5E-06,7E-07,52.35,0.05747,0.01941
5E-07,0.1,1.6,1.75E-06,4E-07,73.32,0.06488,0.01696
5E-07,0.1,1.6,1.75E-06,5E-07,80.82,0.06506,0.01801
5E-07,0.1,1.6,1.75E-06,6E-07,77.77,0.06518,0.01876
5E-07,0.1,1.6,1.75E-06,7E-07,75.19,0.06529,0.01924
5E-07,0.1,1.6,2E-06,4E-07,80.05,0.07188,0.01679
5E-07,0.1,1.6,2E-06,5E-07,76.42,0.07214,0.01775
5E-07,0.1,1.6,2E-06,6E-07,73.75,0.07231,0.01843
5E-07,0.1,1.6,2E-06,7E-07,71.06,0.07245,0.01883
6E-07,0.1,1.6,2.5E-07,4E-07,61.23,0.01003,0.01006
6E-07,0.1,1.6,2.5E-07,5E-07,60.46,0.01003,0.01049
6E-07,0.1,1.6,2.5E-07,6E-07,59.73,0.01003,0.01073
6E-07,0.1,1.6,2.5E-07,7E-07,66.43,0.01004,0.01086
6E-07,0.1,1.6,5E-07,4E-07,74.32,0.01854,0.01307
6E-07,0.1,1.6,5E-07,5E-07,71.11,0.01854,0.0138
6E-07,0.1,1.6,5E-07,6E-07,68.81,0.01855,0.01433
6E-07,0.1,1.6,5E-07,7E-07,66.87,0.01856,0.01467
6E-07,0.1,1.6,7.5E-07,4E-07,72.8,0.02723,0.01469
6E-07,0.1,1.6,7.5E-07,5E-07,72.77,0.02725,0.01557
6E-07,0.1,1.6,7.5E-07,6E-07,71.72,0.02726,0.01625
6E-07,0.1,1.6,7.5E-07,7E-07,71.16,0.02728,0.01674
6E-07,0.1,1.6,1E-06,4E-07,74.99,0.03586,0.01568
6E-07,0.1,1.6,1E-06,5E-07,74.69,0.03589,0.01669
6E-07,0.1,1.6,1E-06,6E-07,73.67,0.03592,0.01744
6E-07,0.1,1.6,1E-06,7E-07,72.56,0.03594,0.01799
6E-07,0.1,1.6,1.25E-06,4E-07,75.96,0.04385,0.01635
6E-07,0.1,1.6,1.25E-06,5E-07,74.72,0.0439,0.01744
6E-07,0.1,1.6,1.25E-06,6E-07,74.36,0.04394,0.01824
6E-07,0.1,1.6,1.25E-06,7E-07,73.92,0.04398,0.01884
6E-07,0.1,1.6,1.5E-06,4E-07,77.07,0.05147,0.01676
6E-07,0.1,1.6,1.5E-06,5E-07,77.56,0.05155,0.01787
6E-07,0.1,1.6,1.5E-06,6E-07,75.64,0.05161,0.01869
6E-07,0.1,1.6,1.5E-06,7E-07,77.11,0.05167,0.01929
6E-07,0.1,1.6,1.75E-06,4E-07,83.85,0.05866,0.01694
6E-07,0.1,1.6,1.75E-06,5E-07,79.99,0.05879,0.01802
6E-07,0.1,1.6,1.75E-06,6E-07,55.79,0.05888,0.01882
6E-07,0.1,1.6,1.75E-06,7E-07,51.86,0.05895,0.01937
6E-07,0.1,1.6,2E-06,4E-07,51.49,0.06535,0.01692
6E-07,0.1,1.6,2E-06,5E-07,80.6,0.06554,0.01795
6E-07,0.1,1.6,2E-06,6E-07,77.18,0.06566,0.0187
